"","doid","Term","Synonym","Secondary"
"57492","DOID:7684","maxillary sinus adenocarcinoma","""adenocarcinoma of the maxillary sinus"" EXACT []","NA"
"57497","DOID:7685","pancreatic non-invasive intraductal papillary-mucinous carcinoma","NA","NA"
"57500","DOID:7689","leptomeninges sarcoma","""sarcoma of Leptomeninges"" EXACT []","NA"
"57505","DOID:769","neuroblastoma","NA","NA"
"57508","DOID:7693","abdominal aortic aneurysm","""AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1"" EXACT []","NA"
"57512","DOID:7694","bladder urachal adenocarcinoma","NA","NA"
"57515","DOID:7696","lung hilum cancer","""primary malignant neoplasm of hilus of lung"" EXACT []","NA"
"57520","DOID:7697","pancreatic ACTH hormone producing tumor","""pancreatic Adrenocorticotropic Hormone Producing tumour"" EXACT []","NA"
"57526","DOID:7698","non-functioning pancreatic endocrine tumor","NA","NA"
"57529","DOID:77","gastrointestinal system disease","""GIT disease"" EXACT []","DOID:944"
"57540","DOID:7702","obsolete AIDS-related oropharyngeal candidiasis","NA","NA"
"57543","DOID:7704","obsolete human papilloma virus related endocervical adenocarcinoma","""HPV-Related Endocervical adenocarcinoma"" EXACT []","NA"
"57547","DOID:7706","obsolete Cytomegalovirus esophagitis","""CMV esophagitis"" EXACT []","NA"
"57551","DOID:7707","rectum signet ring adenocarcinoma","""Signet Ring cell adenocarcinoma of rectum"" EXACT []","NA"
"57555","DOID:7708","perianal skin Paget's disease","""perianal skin Paget disease"" EXACT []","NA"
"57559","DOID:771","retinal cell cancer","NA","NA"
"57562","DOID:7710","obsolete metastatic extraskeletal chondrosarcoma","""metastatic extraosseous chondrosarcoma"" EXACT []","NA"
"57566","DOID:7712","obsolete recurrent adult soft tissue sarcoma","""relapsed adult sarcoma of the soft tissue"" EXACT []","NA"
"57570","DOID:7713","tuberculum sellae meningioma","""meningioma of the Tuberculum Sellae"" EXACT []","NA"
"57574","DOID:7714","obsolete metastatic malignant hemangiopericytoma","NA","NA"
"57577","DOID:7716","mixed ductal-endocrine carcinoma","NA","NA"
"57580","DOID:7717","colloid carcinoma of the pancreas","NA","NA"
"57583","DOID:7718","osteoclast-like giant cell neoplasm of the pancreas","""Osteoclast-like Giant cell neoplasm of pancreas"" EXACT []","NA"
"57587","DOID:772","obsolete metastasis to the retina","""metastatic tumor to the Retina"" EXACT []","NA"
"57591","DOID:7724","obsolete generalized convulsive epilepsy","""Generalized convulsive epilepsy, with intractable epilepsy"" EXACT []","DOID:13426"
"57596","DOID:7725","epilepsy with generalized tonic-clonic seizures","""tonic-clonic epilepsy"" EXACT []","NA"
"57602","DOID:7728","obsolete chronic allograft arteriopathy","NA","NA"
"57605","DOID:7729","acinar cell cystadenocarcinoma","""pancreatic acinar cell cystadenocarcinoma"" EXACT []","NA"
"57609","DOID:773","obsolete metastasis to eye","""secondary malignant neoplasm of eye (disorder)"" EXACT []","NA"
"57614","DOID:7731","childhood malignant hemangiopericytoma","""malignant pediatric hemangiopericytoma"" EXACT []","NA"
"57618","DOID:7732","childhood malignant schwannoma","""pediatric MPNST"" EXACT []","NA"
"57622","DOID:7733","signet ring cell intrahepatic cholangiocarcinoma","NA","NA"
"57625","DOID:7735","pancreatic colloid cystadenoma","""mucinous Cystadenoma of pancreas"" EXACT []","NA"
"57629","DOID:7736","retinal telangiectasia","NA","NA"
"57632","DOID:7739","obsolete human papilloma virus related penile squamous cell carcinoma","""warty carcinoma of penis"" RELATED []","DOID:7740"
"57640","DOID:774","retina lymphoma","""Retinal Lymphoma"" EXACT []","NA"
"57645","DOID:7747","childhood extraocular retinoblastoma","""pediatric extraocular retinoblastoma"" EXACT []","NA"
"57650","DOID:775","intraocular lymphoma","""primary intraocular lymphoma"" EXACT []","DOID:7746"
"57655","DOID:7750","adult brain ependymoma","NA","NA"
"57658","DOID:7752","extrahepatic biliary papillomatosis","NA","NA"
"57661","DOID:7753","obsolete recurrent cancer of testis","""relapsed testicular carcinoma"" EXACT []","NA"
"57665","DOID:7754","obsolete Chondroid hamartoma of lung","""pulmonary Chondroid hamartoma"" EXACT []","NA"
"57669","DOID:7756","neonatal leukemia","NA","NA"
"57672","DOID:7757","childhood leukemia","NA","NA"
"57675","DOID:7762","childhood multilocular cystic kidney neoplasm","""pediatric Multilocular cystic renal tumor"" EXACT []","NA"
"57681","DOID:7763","carcinoma of supraglottis","""Supraglottic carcinoma"" EXACT []","NA"
"57685","DOID:7764","subglottis carcinoma","""Subglottic carcinoma"" EXACT []","NA"
"57690","DOID:7765","Coats disease","""Exudative retinopathy"" EXACT []","NA"
"57696","DOID:778","delusional disorder","NA","NA"
"57699","DOID:7786","obsolete mixed choriocarcinoma and embryonal carcinoma of the testis","""mixed Choriocarcinoma and Embryonal carcinoma of testis"" EXACT []","NA"
"57703","DOID:7787","breast osteosarcoma","""Osteogenic sarcoma of breast"" EXACT []","NA"
"57707","DOID:7788","adult spinal cord ependymoma","NA","NA"
"57710","DOID:7793","obsolete recurrent uterine sarcoma","""relapsed sarcoma of Uterus"" EXACT []","NA"
"57714","DOID:7799","obsolete transitional cell carcinoma of the ureter with glandular differentiation","""ureteral transitional cell carcinoma with glandular differentiation"" EXACT []","NA"
"57718","DOID:780","placenta disease","NA","DOID:9219"
"57724","DOID:7801","obsolete plasmacytoma-like PTLD","NA","NA"
"57727","DOID:7805","obsolete nonmetastatic extraskeletal osteosarcoma","""Non-metastatic extraskeletal Osteogenic sarcoma"" EXACT []","NA"
"57731","DOID:7806","adult spinal cord glioblastoma multiforme","""Glioblastoma multiforme of spinal cord"" EXACT []","NA"
"57736","DOID:7807","choroid necrotic melanoma","""necrotic Choroid melanoma"" EXACT []","NA"
"57740","DOID:7808","necrotic uveal melanoma","NA","NA"
"57743","DOID:7809","obsolete anaplastic giant cell thyroid carcinoma","""Undifferentiated Giant cell carcinoma of the Thyroid gland"" EXACT []","NA"
"57747","DOID:7810","obsolete AIDS-related Cytomegalovirus enterocolitis","""AIDS-related enterocolitis"" RELATED []","NA"
"57751","DOID:7812","obsolete Enterovirus gastroenteritis","NA","DOID:7854"
"57755","DOID:7814","obsolete Cytomegalovirus colitis","""CMV colitis"" EXACT []","NA"
"57759","DOID:7815","obsolete recurrent malignant thymoma","""Thymoma malignant recurrent"" EXACT []","NA"
"57763","DOID:7817","mixed astrocytoma-ependymoma-oligodendroglioma","NA","NA"
"57766","DOID:7818","petroclival meningioma","NA","NA"
"57769","DOID:7819","sphenoorbital meningioma","NA","NA"
"57772","DOID:782","renal infectious disease","NA","NA"
"57775","DOID:7820","sphenocavernous meningioma","NA","NA"
"57778","DOID:7824","spinal multifocal clear cell meningioma","""Multifocal Clear cell meningioma of Spine"" EXACT []","NA"
"57782","DOID:7825","chronic toxic polyneuropathy","NA","NA"
"57785","DOID:7826","adult papillary meningioma","NA","NA"
"57788","DOID:7827","adult extraosseous osteosarcoma","NA","NA"
"57791","DOID:783","end stage renal disease","""end-stage kidney disease"" EXACT []","NA"
"57796","DOID:7833","obsolete cervical papillary squamous cell carcinoma","NA","NA"
"57799","DOID:7834","obsolete human papilloma virus related cervical squamous cell carcinoma","""human papilloma virus related cervical carcinoma"" EXACT []","DOID:6371"
"57806","DOID:7836","obsolete mixed acinar-endocrine carcinoma","""mixed acinar-endocrine carcinoma (morphologic abnormality)"" EXACT []","NA"
"57811","DOID:7839","infiltrating nipple syringomatous adenoma","NA","NA"
"57814","DOID:784","chronic kidney disease","""renal failure - chronic"" EXACT []","NA"
"57823","DOID:7840","pancreatic non-functioning delta cell tumor","NA","NA"
"57826","DOID:7841","childhood embryonal tumor with multilayered rosettes, C19MC-altered","""pediatric cerebral ependymoblastoma"" EXACT []","NA"
"57831","DOID:7843","female breast carcinoma","""Mammary carcinoma of female breast"" EXACT []","NA"
"57836","DOID:7847","obsolete vascular hemorrhagic disorder","NA","NA"
"57839","DOID:7848","interdigitating dendritic cell sarcoma","""Interdigitating cell sarcoma"" EXACT []","NA"
"57843","DOID:7849","dendritic cell sarcoma","""follicular dendritic cell sarcoma"" RELATED []","NA"
"57848","DOID:7850","obsolete recurrent uvea melanoma","""recurrent melanoma of Uvea"" EXACT []","NA"
"57852","DOID:7851","pancreatic intraductal papillary-mucinous adenoma","NA","NA"
"57855","DOID:7855","obsolete recurrent ovarian germ cell neoplasm","""relapsed germ cell tumor of Ovary"" EXACT []","NA"
"57859","DOID:786","laryngeal disease","NA","NA"
"57862","DOID:7867","adult central nervous system germinoma","""germinoma of the adult central nervous system"" EXACT []","NA"
"57866","DOID:7868","maxillary sinus inverted papilloma","""Inverted papilloma of the maxillary sinus"" EXACT []","NA"
"57870","DOID:7875","adult xanthogranuloma","NA","NA"
"57873","DOID:7878","uterine corpus atypical polypoid adenomyoma","NA","NA"
"57876","DOID:7880","luteoma","""luteoma of pregnancy"" EXACT []","NA"
"57881","DOID:789","obsolete hypotony of eye associated with another ocular disorder","NA","NA"
"57884","DOID:7890","obsolete testicular spermatocytic seminoma with sarcoma","NA","NA"
"57887","DOID:7891","testicular spermatocytic seminoma","NA","NA"
"57890","DOID:7892","obsolete breast adenohibernoma","NA","NA"
"57893","DOID:7894","mite infestation","NA","NA"
"57896","DOID:790","ocular hypotension","""Hypotony of eye"" EXACT []","NA"
"57900","DOID:7902","adult extraosseous chondrosarcoma","NA","NA"
"57903","DOID:7903","intracranial chondrosarcoma","NA","NA"
"57906","DOID:7907","mixed astrocytoma-ependymoma","NA","NA"
"57909","DOID:791","obsolete disorganized schizophrenia in remission","""Disorganized type schizophrenia, in remission"" EXACT []","NA"
"57914","DOID:7910","maxillary sinus squamous cell carcinoma","""Epidermoid carcinoma of the Maxillofacial sinus"" EXACT []","NA"
"57918","DOID:7912","mixed oligodendroglioma-astrocytoma","""WHO grade II mixed glioma"" EXACT []","NA"
"57922","DOID:7915","cervical spinal canal and spinal cord meningioma","""meningioma of the cervical Spinal canal and Spinal Cord"" EXACT []","NA"
"57926","DOID:7919","obsolete nonmetastatic extra-osseous ewing's sarcoma","NA","NA"
"57929","DOID:792","obsolete disorganized schizophrenia","NA","NA"
"57932","DOID:7920","obsolete central nervous system benign soft tissue neoplasm","""benign soft tissue tumor of CNS"" EXACT []","NA"
"57936","DOID:7921","benign mediastinal psammomatous neurilemmoma","""benign Psammomatous Schwannoma of mediastinum"" EXACT []","NA"
"57940","DOID:7922","benign mediastinal neurilemmoma","""benign Schwannoma of mediastinum"" EXACT []","NA"
"57944","DOID:7926","epithelial malignant thymoma","""Well differentiated thymic carcinoma"" EXACT []","NA"
"57950","DOID:7927","malignant type A thymoma","""Thymoma, medullary, malignant"" EXACT []","NA"
"57954","DOID:7928","testis refractory cancer","""Refractory testicular carcinoma"" EXACT []","NA"
"57958","DOID:793","obsolete schizophrenia in remission","""Unspecified schizophrenia, in remission"" EXACT []","NA"
"57963","DOID:7930","glandular-alveolar pattern testicular yolk sac tumor","NA","NA"
"57966","DOID:7931","obsolete old burn scar-related squamous cell carcinoma of skin","""Old Burn Scar-Related squamous cell carcinoma of the skin"" EXACT []","NA"
"57970","DOID:7933","obsolete childhood precursor T-lymphoblastic lymphoma/leukemia","NA","NA"
"57973","DOID:7936","refractory T lymphoblastic leukemia/lymphoma","""precursor T-lymphoblastic lymphoma/leukemia refractory"" EXACT []","NA"
"57977","DOID:7938","obsolete dyschondroplasia","""Dyschondroplasia NOS (disorder)"" EXACT []","NA"
"57983","DOID:794","obsolete residual schizophrenia in remission","""Residual schizophrenia, in remission"" EXACT []","NA"
"57988","DOID:7941","Barrett's adenocarcinoma","""Barrett adenocarcinoma"" EXACT []","NA"
"57993","DOID:7945","adult central nervous system mixed germ cell tumor","NA","NA"
"57996","DOID:7946","obsolete recurrent cancer of colon","""recurrent colon carcinoma"" EXACT []","NA"
"58000","DOID:7949","stroma-dominant and stroma-poor composite ganglioneuroblastoma","NA","NA"
"58003","DOID:795","obsolete residual type schizophrenia","""Restzustand, schizophrenic"" EXACT []","NA"
"58011","DOID:7951","Schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma","NA","NA"
"58014","DOID:7953","nipple duct carcinoma","NA","NA"
"58017","DOID:7956","obsolete EBV-related posttransplantation lymphoproliferative disease","""Epstein-Barr virus related posttransplantation lymphoproliferative disorder"" EXACT []","DOID:7828"
"58024","DOID:7958","sarcomatoid penile squamous cell carcinoma","""sarcomatous carcinoma of the penis"" EXACT []","NA"
"58028","DOID:7959","duodenal gastrinoma","""malignant duodenal gastrinoma"" EXACT []","NA"
"58034","DOID:7960","malignant spiradenoma","""malignant eccrine spiradenoma"" EXACT []","NA"
"58039","DOID:7961","cervical non-keratinizing squamous cell carcinoma","NA","NA"
"58042","DOID:7962","tamoxifen-related endometrial lesion","NA","NA"
"58045","DOID:7966","obsolete type 3 ALPS","NA","NA"
"58048","DOID:7967","lipid-cell variant infiltrating bladder urothelial carcinoma","NA","NA"
"58051","DOID:7968","plasmacytoid variant infiltrating bladder urothelial carcinoma","NA","NA"
"58054","DOID:7969","nested variant infiltrating bladder urothelial carcinoma","NA","NA"
"58057","DOID:7971","microcystic variant infiltrating bladder urothelial carcinoma","NA","NA"
"58060","DOID:7972","lymphoma-like variant infiltrating bladder urothelial carcinoma","NA","NA"
"58063","DOID:7979","obsolete helicobacter pylori-related gastric adenocarcinoma","NA","NA"
"58066","DOID:7983","breast malignant eccrine spiradenoma","""malignant Eccrine Spiradenoma of the breast"" EXACT []","NA"
"58070","DOID:7984","sclerosing breast papilloma","NA","NA"
"58073","DOID:7986","cerebral falx meningioma","""Falcine meningioma"" EXACT []","NA"
"58077","DOID:799","varicose veins","""Venous varices"" EXACT []","NA"
"58084","DOID:7994","central nervous system osteosarcoma","NA","NA"
"58087","DOID:7996","familial glomangioma","NA","NA"
"58090","DOID:7997","thyrotoxicosis","NA","NA"
"58093","DOID:7998","hyperthyroidism","""overactive thyroid"" EXACT []","NA"
"58097","DOID:8000","frontal convexity meningioma","NA","NA"
"58100","DOID:8002","supraglottis neoplasm","""Supraglottic tumor"" EXACT []","NA"
"58105","DOID:8003","alveoli adenoma","""Alveolar adenoma"" EXACT []","NA"
"58111","DOID:8004","obsolete ovarian dermoid cyst with prolactin secreting adenoma","NA","NA"
"58114","DOID:8005","obsolete ovarian dermoid cyst with secondary pituitary-type tumor","NA","NA"
"58117","DOID:8006","skin meningioma","""primary meningioma of the skin"" EXACT []","NA"
"58121","DOID:8007","Pancoast tumor","""Superior pulmonary sulcus syndrome"" EXACT []","DOID:5762"
"58134","DOID:8009","penis mixed squamous cell carcinoma","NA","NA"
"58137","DOID:801","hemarthrosis","""Hemarthrosis of upper arm"" EXACT []","DOID:953"
"58172","DOID:8011","obsolete metastatic fibrosarcoma","NA","NA"
"58175","DOID:8012","benign pericardial teratoma","""Mature teratoma of Pericardium"" EXACT []","NA"
"58179","DOID:8013","penis papillary carcinoma","""squamous carcinoma of penis, Papillary type"" EXACT []","NA"
"58183","DOID:8014","obsolete ovarian dermoid cyst with corticotropin secreting adenoma","NA","NA"
"58186","DOID:8016","obsolete anaplastic ganglioglioma","""ganglioglioma, anaplastic (morphologic abnormality)"" EXACT []","NA"
"58192","DOID:8018","obsolete renal pelvis and ureter regional transitional cell cancer","""regional Urothelial carcinoma of the renal Pelvis and Ureter"" EXACT []","NA"
"58196","DOID:8019","obsolete renal pelvis and ureter recurrent transitional cell cancer","""recurrent Urothelial carcinoma of the renal Pelvis and Ureter"" EXACT []","NA"
"58200","DOID:8020","glomangiomyoma","NA","NA"
